StationID,DataTime,AirTemperature,RelativeHumidity,Precipitation
C0FA70,2025-05-10T08:00:00,15.0,99.0,0.0
C0FA70,2025-05-10T09:00:00,15.3,99.0,0.0
C0FA70,2025-05-10T10:00:00,15.3,99.0,5.0
C0FA70,2025-05-10T11:00:00,14.7,99.0,31.5
C0FA70,2025-05-10T12:00:00,13.3,99.0,9.0
C0FA70,2025-05-10T13:00:00,13.3,99.0,13.5
C0FA70,2025-05-10T14:00:00,14.2,99.0,6.5
C0FA70,2025-05-10T15:00:00,14.4,99.0,1.5
C0FA70,2025-05-10T16:00:00,14.4,99.0,0.5
C0FA70,2025-05-10T17:00:00,14.1,99.0,0.0
C0FA70,2025-05-10T18:00:00,14.0,99.0,0.0
C0FA70,2025-05-10T19:00:00,13.4,99.0,0.0
C0FA70,2025-05-10T20:00:00,14.0,99.0,0.0
C0FA70,2025-05-10T21:00:00,13.8,99.0,4.0
C0FA70,2025-05-10T22:00:00,14.6,99.0,1.5
C0FA70,2025-05-10T23:00:00,14.9,99.0,1.5
C0FA70,2025-05-10T23:59:00,14.6,99.0,8.0
C0FA70,2025-05-11T01:00:00,13.7,99.0,25.5
C0FA70,2025-05-11T02:00:00,12.1,99.0,27.0
C0FA70,2025-05-11T03:00:00,14.1,99.0,4.0
C0FA70,2025-05-11T04:00:00,13.9,99.0,0.0
C0FA70,2025-05-11T05:00:00,13.9,99.0,0.0
C0FA70,2025-05-11T06:00:00,13.8,99.0,1.0
C0FA70,2025-05-11T07:00:00,14.1,99.0,0.0
C0FA70,2025-05-11T08:00:00,13.9,99.0,7.5
C0FA70,2025-05-11T09:00:00,14.0,99.0,4.0
C0FA70,2025-05-11T10:00:00,12.1,99.0,6.0
C0FA70,2025-05-11T11:00:00,11.8,99.0,12.5
C0FA70,2025-05-11T12:00:00,11.4,99.0,9.0
C0FA70,2025-05-11T13:00:00,11.4,99.0,11.0
C0FA70,2025-05-11T14:00:00,11.5,99.0,6.0
C0FA70,2025-05-11T15:00:00,11.4,99.0,8.5
C0FA70,2025-05-11T16:00:00,11.1,99.0,9.0
C0FA70,2025-05-11T17:00:00,11.5,99.0,5.5
C0FA70,2025-05-11T18:00:00,11.6,99.0,5.5
C0FA70,2025-05-11T19:00:00,11.6,99.0,5.0
C0FA70,2025-05-11T20:00:00,11.2,99.0,5.5
C0FA70,2025-05-11T21:00:00,11.3,99.0,5.0
C0FA70,2025-05-11T22:00:00,11.2,99.0,6.5
C0FA70,2025-05-11T23:00:00,11.3,99.0,2.5
C0FA70,2025-05-11T23:59:00,11.2,99.0,1.5
C0FA70,2025-05-12T01:00:00,11.2,99.0,0.0
C0FA70,2025-05-12T02:00:00,11.1,99.0,0.0
C0FA70,2025-05-12T03:00:00,11.2,99.0,1.0
C0FA70,2025-05-12T04:00:00,11.2,99.0,0.0
C0FA70,2025-05-12T05:00:00,11.2,99.0,0.0
C0FA70,2025-05-12T06:00:00,11.2,99.0,0.5
C0FA70,2025-05-12T07:00:00,11.5,99.0,2.0
C0FA70,2025-05-12T08:00:00,11.6,99.0,1.5
C0FA70,2025-05-12T09:00:00,11.4,99.0,0.0
C0FA70,2025-05-12T10:00:00,11.3,99.0,0.0
C0FA70,2025-05-12T11:00:00,11.4,99.0,0.0
C0FA70,2025-05-12T12:00:00,11.6,99.0,0.0
C0FA70,2025-05-12T13:00:00,11.5,99.0,0.0
C0FA70,2025-05-12T14:00:00,11.2,99.0,0.0
C0FA70,2025-05-12T15:00:00,11.2,99.0,0.0
C0FA70,2025-05-12T16:00:00,11.5,99.0,0.0
C0FA70,2025-05-12T17:00:00,,,0.0
C0FA70,2025-05-12T18:00:00,11.2,99.0,0.0
C0FA70,2025-05-12T19:00:00,11.1,99.0,0.0
C0FA70,2025-05-12T20:00:00,11.0,99.0,0.0
C0FA70,2025-05-12T21:00:00,10.7,99.0,0.0
C0FA70,2025-05-12T22:00:00,10.5,99.0,0.0
C0FA70,2025-05-12T23:00:00,10.4,99.0,0.0
C0FA70,2025-05-12T23:59:00,10.3,98.0,0.0
C0FA70,2025-05-13T01:00:00,9.9,98.0,0.0
C0FA70,2025-05-13T02:00:00,9.2,95.0,0.0
C0FA70,2025-05-13T03:00:00,8.9,97.0,0.0
C0FA70,2025-05-13T04:00:00,9.0,96.0,0.0
C0FA70,2025-05-13T05:00:00,8.8,97.0,0.0
C0FA70,2025-05-13T06:00:00,5.4,89.0,0.0
C0FA70,2025-05-13T07:00:00,9.0,83.0,0.0
C0FA70,2025-05-13T08:00:00,11.8,64.0,0.0
C0FA70,2025-05-13T09:00:00,16.3,64.0,0.0
C0FA70,2025-05-13T10:00:00,16.3,69.0,0.0
C0FA70,2025-05-13T11:00:00,17.1,79.0,0.0
C0FA70,2025-05-13T12:00:00,17.7,85.0,0.0
C0FA70,2025-05-13T13:00:00,17.8,85.0,0.0
C0FA70,2025-05-13T14:00:00,16.0,92.0,0.0
C0FA70,2025-05-13T15:00:00,15.1,91.0,0.0
C0FA70,2025-05-13T16:00:00,13.0,92.0,0.0
C0FA70,2025-05-13T17:00:00,15.3,93.0,0.0
C0FA70,2025-05-13T18:00:00,12.3,95.0,0.0
C0FA70,2025-05-13T19:00:00,10.5,92.0,0.0
C0FA70,2025-05-13T20:00:00,10.7,95.0,0.0
C0FA70,2025-05-13T21:00:00,10.0,96.0,0.0
C0FA70,2025-05-13T22:00:00,9.9,94.0,0.0
C0FA70,2025-05-13T23:00:00,10.4,89.0,0.0
C0FA70,2025-05-13T23:59:00,9.9,94.0,0.0
C0FA70,2025-05-14T01:00:00,9.7,95.0,0.0
C0FA70,2025-05-14T02:00:00,8.9,89.0,0.0
C0FA70,2025-05-14T03:00:00,9.1,92.0,0.0
C0FA70,2025-05-14T04:00:00,10.1,43.0,0.0
